invoice_id,line_number,description,quantity,unit_price,line_total
INV024613,1,Cloud Subscription,29,855.83,24819.03
INV024614,1,Dell Laptop,9,12562.27,113060.41
INV024615,1,Industrial Bearings,470,237.0,111388.62
INV024616,1,Generator Servicing,42,663.76,27877.96
INV024617,1,Hydraulic Pumps,300,845.4,253619.24
INV024618,1,Electrical Repairs,36,479.27,17253.72
INV024619,1,Office Sofa,17,1357.57,23078.63
INV024620,1,Transportation Charges,4,4352.11,17408.43
INV024621,1,Assembly Materials,367,439.46,161282.22
INV024622,1,Conference Table,12,1058.34,12700.1
INV024623,1,Legal Advisory,3,34989.94,104969.83
INV024624,1,27 Inch Monitor,7,8389.09,58723.66
INV024625,1,Audit Services,19,2008.84,38167.97
INV024626,1,Courier Services,1,27128.18,27128.18
INV024627,1,ERP Subscription,49,1100.88,53943.36
INV024628,1,Cloud Subscription,39,865.36,33748.93
INV024629,1,Machine Maintenance,33,1522.1,50229.38
INV024630,1,Office Chairs,128,11.64,1490.19
INV024631,1,Office Chairs,171,14.5,2479.7
INV024632,1,Keyboard and Mouse,2,85882.29,171764.58
INV024633,1,Microsoft 365 License,9,4593.85,41344.69
INV024634,1,Network Switch,5,25193.35,125966.75
INV024635,1,Office Desk,19,1823.98,34655.56
INV024636,1,Technical Consulting,37,1686.51,62400.76
INV024637,1,HVAC Servicing,44,190.98,8403.13
INV024638,1,Printer Toner,66,70.04,4622.93
INV024639,1,Hydraulic Pumps,204,267.5,54569.14
INV024640,1,Technical Consulting,6,6121.48,36728.9
INV024641,1,Keyboard and Mouse,7,12093.74,84656.2
INV024642,1,Office Desk,10,1465.99,14659.88
INV024643,1,Warehouse Rental,45,726.76,32704.22
INV024644,1,Storage Cabinet,9,3863.46,34771.15
INV024645,1,Database License,37,516.67,19116.78
INV024646,1,HVAC Servicing,6,2654.49,15926.93
INV024647,1,Training Services,15,5077.61,76164.15
INV024648,1,Courier Services,5,3109.8,15549.02
INV024649,1,Generator Servicing,25,1009.75,25243.64
INV024650,1,Industrial Bearings,231,483.02,111577.18
INV024651,1,27 Inch Monitor,3,28099.02,84297.07
INV024652,1,Server Hardware,8,16555.79,132446.35
INV024653,1,Electrical Repairs,18,1602.74,28849.37
INV024654,1,Legal Advisory,46,561.81,25843.34
INV024655,1,Generator Servicing,46,280.48,12902.05
INV024656,1,Audit Services,32,1175.59,37618.99
INV024657,1,Office Desk,6,4575.29,27451.75
INV024658,1,Printer Toner,110,51.89,5707.96
INV024659,1,Transportation Charges,25,2353.24,58831.12
INV024660,1,Electrical Repairs,6,2475.73,14854.36
INV024661,1,Machine Maintenance,50,212.79,10639.54
INV024662,1,Training Services,47,851.91,40039.74
INV024663,1,Firewall License,20,1462.1,29241.94
INV024664,1,Freight Charges,13,979.28,12730.6
INV024665,1,Server Hardware,2,28493.59,56987.18
INV024666,1,Printer Toner,127,31.02,3939.66
INV024667,1,Pens and Stationery,70,55.2,3864.03
INV024668,1,Audit Services,4,9152.14,36608.56
INV024669,1,Hydraulic Pumps,163,335.93,54755.99
INV024670,1,Conference Table,12,2111.78,25341.39
INV024671,1,Firewall License,38,1169.89,44455.76
INV024672,1,Machine Spare Parts,438,110.73,48499.6
INV024673,1,Conference Table,16,1232.89,19726.18
INV024674,1,Printer Paper,39,51.02,1989.7
INV024675,1,Transportation Charges,1,20942.06,20942.06
INV024676,1,HVAC Servicing,23,940.84,21639.42
INV024677,1,Transportation Charges,39,387.31,15105.05
INV024678,1,Steel Components,141,1113.79,157043.81
INV024679,1,Courier Services,48,1138.12,54629.67
INV024680,1,Dell Laptop,7,8014.15,56099.02
INV024681,1,Office Sofa,19,2231.74,42403.14
INV024682,1,Keyboard and Mouse,7,11424.59,79972.16
INV024683,1,Freight Charges,6,4292.36,25754.17
INV024684,1,Technical Consulting,17,2573.65,43751.98
INV024685,1,HVAC Servicing,24,775.38,18609.04
INV024686,1,ERP Subscription,32,2729.78,87353.12
INV024687,1,Firewall License,27,1159.34,31302.17
INV024688,1,Hydraulic Pumps,382,196.1,74909.9
INV024689,1,Printer Paper,185,19.32,3574.72
INV024690,1,Machine Maintenance,37,197.26,7298.59
INV024691,1,Printer Toner,90,24.97,2247.28
INV024692,1,Keyboard and Mouse,2,16685.43,33370.86
INV024693,1,Machine Spare Parts,143,341.18,48789.05
INV024694,1,Dell Laptop,9,14609.6,131486.41
INV024695,1,Printer Paper,111,64.52,7161.53
INV024696,1,Conference Table,8,9040.75,72326.03
INV024697,1,Warehouse Rental,18,1079.51,19431.24
INV024698,1,Machine Spare Parts,385,481.17,185251.63
INV024699,1,Office Desk,3,3645.31,10935.93
INV024700,1,Machine Spare Parts,409,311.84,127544.5
INV024701,1,Conference Table,9,3419.48,30775.3
INV024702,1,Office Sofa,2,15989.95,31979.91
INV024703,1,Printer Paper,21,124.85,2621.94
INV024704,1,Conference Table,20,1733.98,34679.54
INV024705,1,Keyboard and Mouse,8,3626.22,29009.77
INV024706,1,Steel Components,491,189.32,92953.96
INV024707,1,Conference Table,9,7369.45,66325.01
INV024708,1,Transportation Charges,25,1178.16,29453.92
INV024709,1,27 Inch Monitor,4,13392.08,53568.32
INV024710,1,Audit Services,31,1015.06,31466.76
INV024711,1,Whiteboard Supplies,139,22.07,3067.71
INV024712,1,Dell Laptop,7,22777.9,159445.32
INV024713,1,Keyboard and Mouse,8,18193.59,145548.69
INV024714,1,Conference Table,11,2175.31,23928.36
INV024715,1,Dell Laptop,4,6877.52,27510.09
INV024716,1,27 Inch Monitor,1,86994.59,86994.59
INV024717,1,Electrical Repairs,28,446.13,12491.61
INV024718,1,Legal Advisory,4,6090.41,24361.66
INV024719,1,Conference Table,7,3449.53,24146.71
INV024720,1,Database License,26,1690.69,43957.87
INV024721,1,Printer Toner,166,20.14,3343.63
INV024722,1,Office Desk,11,2444.42,26888.67
INV024723,1,Warehouse Rental,16,1260.32,20165.07
INV024724,1,Transportation Charges,32,1196.78,38297.08
INV024725,1,Keyboard and Mouse,10,6067.29,60672.86
INV024726,1,Storage Cabinet,7,6032.79,42229.56
INV024727,1,HVAC Servicing,12,1023.76,12285.18
INV024728,1,Technical Consulting,32,1485.59,47539.0
INV024729,1,Office Sofa,16,1214.26,19428.1
INV024730,1,Courier Services,31,838.44,25991.52
INV024731,1,Microsoft 365 License,25,2145.73,53643.27
INV024732,1,Machine Maintenance,32,532.33,17034.49
INV024733,1,Conference Table,5,4268.47,21342.36
INV024734,1,Audit Services,24,3373.66,80967.92
INV024735,1,Legal Advisory,19,2526.31,47999.97
INV024736,1,Server Hardware,7,11328.57,79299.98
INV024737,1,Cloud Subscription,40,946.7,37867.9
INV024738,1,Electrical Repairs,27,273.09,7373.33
INV024739,1,Warehouse Rental,37,710.49,26288.08
INV024740,1,Conference Table,12,988.82,11865.83
INV024741,1,Network Switch,1,82123.14,82123.14
INV024742,1,Industrial Bearings,201,763.67,153497.13
INV024743,1,Keyboard and Mouse,4,28463.28,113853.11
INV024744,1,Machine Maintenance,6,6668.66,40011.96
INV024745,1,27 Inch Monitor,5,7534.26,37671.3
INV024746,1,Dell Laptop,1,38825.44,38825.44
INV024747,1,Whiteboard Supplies,174,35.32,6146.46
INV024748,1,Machine Maintenance,1,10250.58,10250.58
INV024749,1,Warehouse Rental,27,2088.91,56400.55
INV024750,1,Legal Advisory,50,1831.99,91599.46
INV024751,1,Transportation Charges,37,628.07,23238.52
INV024752,1,Microsoft 365 License,24,1285.26,30846.29
INV024753,1,Legal Advisory,37,368.76,13644.05
INV024754,1,Technical Consulting,33,1762.52,58163.13
INV024755,1,Office Desk,1,12548.29,12548.29
INV024756,1,Technical Consulting,3,17122.19,51366.58
INV024757,1,Printer Toner,78,33.73,2630.92
INV024758,1,Printer Paper,145,26.79,3884.19
INV024759,1,Assembly Materials,395,287.46,113548.1
INV024760,1,Conference Table,20,2721.82,54436.47
INV024761,1,Printer Paper,55,45.48,2501.22
INV024762,1,Warehouse Rental,18,868.51,15633.25
INV024763,1,ERP Subscription,34,2994.1,101799.43
INV024764,1,Machine Maintenance,38,502.14,19081.4
INV024765,1,Office Chairs,160,25.58,4092.09
INV024766,1,Technical Consulting,36,1344.11,48387.84
INV024767,1,Assembly Materials,349,281.14,98118.24
INV024768,1,Conference Table,15,1193.66,17904.88
INV024769,1,Office Desk,5,3981.87,19909.35
INV024770,1,Legal Advisory,38,4285.08,162833.05
INV024771,1,Hydraulic Pumps,333,316.74,105474.16
INV024772,1,Machine Spare Parts,479,201.47,96504.33
INV024773,1,Conference Table,17,1907.42,32426.22
INV024774,1,Database License,43,462.38,19882.28
INV024775,1,Server Hardware,7,8904.2,62329.38
INV024776,1,Warehouse Rental,34,473.05,16083.78
INV024777,1,Network Switch,4,6000.15,24000.6
INV024778,1,Technical Consulting,25,2049.03,51225.81
INV024779,1,Whiteboard Supplies,58,89.57,5194.87
INV024780,1,Storage Cabinet,8,6280.25,50242.02
INV024781,1,Transportation Charges,41,299.93,12297.08
INV024782,1,Cloud Subscription,6,5075.92,30455.5
INV024783,1,Electrical Repairs,10,2087.5,20875.03
INV024784,1,Courier Services,33,521.54,17210.7
INV024785,1,Dell Laptop,5,10207.48,51037.41
INV024786,1,Server Hardware,2,45959.94,91919.89
INV024787,1,Office Chairs,41,188.17,7714.93
INV024788,1,Office Sofa,6,5284.53,31707.2
INV024789,1,27 Inch Monitor,5,11482.9,57414.49
INV024790,1,Conference Table,15,1251.43,18771.46
INV024791,1,Storage Cabinet,7,10713.88,74997.16
INV024792,1,Legal Advisory,10,7124.67,71246.68
INV024793,1,Legal Advisory,36,1510.55,54379.8
INV024794,1,HVAC Servicing,14,1106.0,15483.95
INV024795,1,Legal Advisory,4,15432.32,61729.26
INV024796,1,Office Chairs,196,10.03,1966.08
INV024797,1,Generator Servicing,7,4235.86,29651.01
INV024798,1,Legal Advisory,21,1157.5,24307.58
INV024799,1,Warehouse Rental,13,2319.1,30148.33
INV024800,1,Storage Cabinet,18,1618.1,29125.78
INV024801,1,Whiteboard Supplies,106,25.32,2684.17
INV024802,1,Office Sofa,13,3806.24,49481.15
INV024803,1,Generator Servicing,30,1312.81,39384.37
INV024804,1,Machine Maintenance,15,885.44,13281.65
INV024805,1,Machine Spare Parts,350,176.34,61719.1
INV024806,1,Freight Charges,28,867.52,24290.65
INV024807,1,Office Desk,14,4693.22,65705.07
INV024808,1,Industrial Bearings,243,807.2,196150.21
INV024809,1,27 Inch Monitor,4,17658.63,70634.53
INV024810,1,Office Sofa,20,5986.94,119738.89
INV024811,1,27 Inch Monitor,7,20013.54,140094.8
INV024812,1,Pens and Stationery,103,32.08,3304.29
INV024813,1,Server Hardware,10,6653.67,66536.69
INV024814,1,Courier Services,9,2327.86,20950.75
INV024815,1,Legal Advisory,32,919.82,29434.1
INV024816,1,Dell Laptop,5,23377.07,116885.33
INV024817,1,Microsoft 365 License,38,1137.41,43221.42
INV024818,1,HVAC Servicing,31,527.6,16355.71
INV024819,1,Cloud Subscription,46,433.82,19955.81
INV024820,1,Audit Services,46,718.85,33067.04
INV024821,1,ERP Subscription,15,5991.75,89876.2
INV024822,1,Assembly Materials,297,193.88,57582.88
INV024823,1,HVAC Servicing,9,3557.42,32016.81
INV024824,1,Conference Table,2,24006.54,48013.09
INV024825,1,Machine Spare Parts,289,330.29,95454.67
INV024826,1,Firewall License,40,465.18,18607.06
INV024827,1,Office Sofa,16,2782.05,44512.83
INV024828,1,Office Desk,7,5144.52,36011.64
INV024829,1,Microsoft 365 License,22,858.71,18891.63
INV024830,1,Assembly Materials,351,603.75,211915.63
INV024831,1,Office Desk,1,36155.81,36155.81
INV024832,1,Keyboard and Mouse,9,7581.72,68235.52
INV024833,1,Whiteboard Supplies,59,99.3,5858.85
INV024834,1,ERP Subscription,10,5186.99,51869.86
INV024835,1,Electrical Repairs,32,1138.03,36417.07
INV024836,1,Server Hardware,5,22415.71,112078.54
INV024837,1,Office Desk,19,774.24,14710.6
INV024838,1,Cloud Subscription,36,751.57,27056.62
INV024839,1,Technical Consulting,14,4970.68,69589.54
INV024840,1,27 Inch Monitor,9,17366.63,156299.67
INV024841,1,Pens and Stationery,20,84.38,1687.53
INV024842,1,Electrical Repairs,9,1503.88,13534.9
INV024843,1,Industrial Bearings,246,744.07,183042.25
INV024844,1,Office Sofa,10,3107.6,31076.0
INV024845,1,Conference Table,13,2094.99,27234.86
INV024846,1,Training Services,16,2196.81,35148.97
INV024847,1,Machine Spare Parts,379,1159.09,439296.73
INV024848,1,Generator Servicing,3,9770.13,29310.4
INV024849,1,Pens and Stationery,153,48.06,7353.54
INV024850,1,Hydraulic Pumps,492,369.3,181697.36
INV024851,1,Transportation Charges,16,2248.62,35977.91
INV024852,1,Storage Cabinet,9,1301.39,11712.53
INV024853,1,Transportation Charges,2,19557.18,39114.36
INV024854,1,Courier Services,48,512.98,24623.2
INV024855,1,Dell Laptop,4,43357.76,173431.04
INV024856,1,HVAC Servicing,14,1260.55,17647.76
INV024857,1,Database License,21,1728.84,36305.56
INV024858,1,Generator Servicing,38,565.4,21485.18
INV024859,1,Printer Paper,57,78.62,4481.3
INV024860,1,Courier Services,35,600.81,21028.19
INV024861,1,Conference Table,18,1348.9,24280.26
INV024862,1,Electrical Repairs,42,239.45,10057.02
INV024863,1,Machine Spare Parts,173,557.4,96429.92
INV024864,1,Hydraulic Pumps,321,78.32,25141.95
INV024865,1,Firewall License,13,2815.65,36603.5
INV024866,1,27 Inch Monitor,10,18049.96,180499.59
INV024867,1,Transportation Charges,43,409.94,17627.48
INV024868,1,Industrial Bearings,259,517.43,134014.87
INV024869,1,Legal Advisory,24,3174.65,76191.55
INV024870,1,Generator Servicing,38,269.49,10240.54
INV024871,1,Office Sofa,20,383.82,7676.45
INV024872,1,Printer Paper,41,61.95,2539.79
INV024873,1,Technical Consulting,18,5544.63,99803.35
INV024874,1,Server Hardware,7,16142.53,112997.71
INV024875,1,ERP Subscription,24,943.18,22636.39
INV024876,1,Machine Spare Parts,277,101.69,28167.56
INV024877,1,27 Inch Monitor,7,3254.83,22783.83
INV024878,1,Freight Charges,34,718.36,24424.12
INV024879,1,Pens and Stationery,110,48.01,5281.16
INV024880,1,Transportation Charges,18,432.75,7789.41
INV024881,1,Legal Advisory,42,671.66,28209.84
INV024882,1,Conference Table,10,4710.41,47104.14
INV024883,1,Warehouse Rental,20,1193.56,23871.25
INV024884,1,Machine Maintenance,7,2783.85,19486.98
INV024885,1,Microsoft 365 License,13,2594.44,33727.69
INV024886,1,Conference Table,7,4147.44,29032.11
INV024887,1,Audit Services,17,3500.1,59501.68
INV024888,1,Industrial Bearings,133,1134.44,150880.0
INV024889,1,Whiteboard Supplies,121,14.24,1722.53
INV024890,1,Transportation Charges,27,509.58,13758.68
INV024891,1,27 Inch Monitor,2,17391.35,34782.69
INV024892,1,Office Chairs,94,68.58,6446.09
INV024893,1,Office Sofa,8,5371.41,42971.26
INV024894,1,Database License,21,2417.64,50770.34
INV024895,1,Electrical Repairs,36,544.26,19593.47
INV024896,1,Database License,48,1501.35,72064.77
INV024897,1,HVAC Servicing,31,1171.75,36324.3
INV024898,1,Pens and Stationery,169,47.29,7992.2
INV024899,1,Generator Servicing,38,240.68,9145.81
INV024900,1,Storage Cabinet,13,2035.11,26456.41
INV024901,1,Technical Consulting,47,1451.01,68197.6
INV024902,1,Transportation Charges,1,23367.18,23367.18
INV024903,1,Database License,49,1145.85,56146.75
INV024904,1,Pens and Stationery,147,19.68,2892.35
INV024905,1,Printer Paper,94,30.53,2869.41
INV024906,1,Legal Advisory,47,720.94,33884.17
INV024907,1,Electrical Repairs,48,478.34,22960.37
INV024908,1,Keyboard and Mouse,8,13290.09,106320.7
INV024909,1,Freight Charges,1,20144.89,20144.89
INV024910,1,Storage Cabinet,5,7854.35,39271.75
INV024911,1,Office Sofa,5,3188.67,15943.33
INV024912,1,Conference Table,10,2319.3,23193.05
INV024913,1,Conference Table,15,2330.28,34954.15
INV024914,1,HVAC Servicing,33,557.69,18403.75
INV024915,1,Office Sofa,13,1925.33,25029.25
INV024916,1,Dell Laptop,4,18752.21,75008.84
INV024917,1,Keyboard and Mouse,8,6668.27,53346.14
INV024918,1,Database License,38,2676.14,101693.47
INV024919,1,Audit Services,20,1066.41,21328.27
INV024920,1,Printer Paper,148,17.5,2589.42
INV024921,1,Courier Services,14,2263.03,31682.44
INV024922,1,HVAC Servicing,47,230.94,10854.11
INV024923,1,Freight Charges,37,876.2,32419.56
INV024924,1,27 Inch Monitor,7,5501.06,38507.41
INV024925,1,Warehouse Rental,38,810.17,30786.43
INV024926,1,Courier Services,16,516.97,8271.5
INV024927,1,Database License,15,3699.43,55491.43
INV024928,1,Transportation Charges,36,790.09,28443.3
INV024929,1,Machine Maintenance,43,249.96,10748.31
INV024930,1,27 Inch Monitor,9,11156.1,100404.94
INV024931,1,Pens and Stationery,40,44.57,1782.64
INV024932,1,Steel Components,452,233.55,105563.47
INV024933,1,Cloud Subscription,24,2405.51,57732.21
INV024934,1,Legal Advisory,10,1628.57,16285.73
INV024935,1,ERP Subscription,21,1656.26,34781.5
INV024936,1,Office Desk,20,2956.99,59139.79
INV024937,1,Database License,2,21005.55,42011.1
INV024938,1,Keyboard and Mouse,5,19912.84,99564.2
INV024939,1,Transportation Charges,40,307.23,12289.31
INV024940,1,Freight Charges,31,739.76,22932.42
INV024941,1,Conference Table,12,2238.97,26867.68
INV024942,1,Office Sofa,16,2578.03,41248.45
INV024943,1,Office Chairs,85,24.89,2115.76
INV024944,1,HVAC Servicing,34,277.94,9450.06
INV024945,1,Storage Cabinet,16,2086.95,33391.14
INV024946,1,HVAC Servicing,46,316.5,14558.99
INV024947,1,Whiteboard Supplies,197,33.44,6587.28
INV024948,1,Industrial Bearings,335,445.66,149295.78
INV024949,1,Courier Services,41,740.89,30376.64
INV024950,1,Freight Charges,30,618.91,18567.27
INV024951,1,Freight Charges,18,3577.57,64396.18
INV024952,1,Freight Charges,9,4200.02,37800.19
INV024953,1,ERP Subscription,18,2650.55,47709.99
INV024954,1,Industrial Bearings,107,834.55,89296.51
INV024955,1,Server Hardware,9,25375.44,228378.96
INV024956,1,Training Services,40,333.73,13349.33
INV024957,1,Office Desk,8,4438.78,35510.27
INV024958,1,Microsoft 365 License,32,858.64,27476.61
INV024959,1,Transportation Charges,5,10007.13,50035.64
INV024960,1,Transportation Charges,39,383.59,14960.01
INV024961,1,Cloud Subscription,25,1036.35,25908.82
INV024962,1,Generator Servicing,27,383.73,10360.64
INV024963,1,Printer Toner,168,16.05,2696.75
INV024964,1,Pens and Stationery,39,222.79,8688.74
INV024965,1,Assembly Materials,325,527.75,171518.42
INV024966,1,Keyboard and Mouse,6,10750.52,64503.13
INV024967,1,Warehouse Rental,34,931.15,31659.18
INV024968,1,Database License,41,655.3,26867.23
INV024969,1,Industrial Bearings,383,148.53,56886.6
INV024970,1,Training Services,49,1797.51,88078.1
INV024971,1,Electrical Repairs,35,435.92,15257.24
INV024972,1,Cloud Subscription,38,629.55,23922.82
INV024973,1,Office Desk,19,829.47,15759.86
INV024974,1,Technical Consulting,8,5376.39,43011.11
INV024975,1,27 Inch Monitor,5,15472.23,77361.17
INV024976,1,Audit Services,21,2466.49,51796.33
INV024977,1,Courier Services,37,375.49,13893.11
INV024978,1,Courier Services,27,1387.45,37461.22
INV024979,1,Courier Services,11,2054.5,22599.46
INV024980,1,Office Chairs,67,88.75,5946.44
INV024981,1,Dell Laptop,2,23461.29,46922.58
INV024982,1,Steel Components,267,698.79,186576.08
INV024983,1,27 Inch Monitor,8,9802.32,78418.56
INV024984,1,Machine Spare Parts,419,393.25,164769.66
INV024985,1,Hydraulic Pumps,410,104.48,42836.21
INV024986,1,Network Switch,3,23848.14,71544.42
INV024987,1,Freight Charges,25,456.38,11409.39
INV024988,1,Machine Maintenance,10,1821.7,18217.05
INV024989,1,Audit Services,40,3036.9,121475.83
INV024990,1,Industrial Bearings,264,970.37,256177.59
INV024991,1,Printer Toner,55,33.96,1867.95
INV024992,1,Storage Cabinet,2,20013.44,40026.89
INV024993,1,Office Sofa,2,15498.74,30997.47
INV024994,1,Warehouse Rental,1,16210.82,16210.82
INV024995,1,Audit Services,36,864.22,31111.88
INV024996,1,Cloud Subscription,45,811.16,36502.15
INV024997,1,Assembly Materials,379,290.41,110064.67
INV024998,1,Steel Components,318,367.53,116873.51
INV024999,1,HVAC Servicing,7,2735.68,19149.76
INV025000,1,Printer Paper,40,91.62,3664.97
INV025001,1,Server Hardware,4,13873.88,55495.52
INV025002,1,Generator Servicing,17,1693.5,28789.57
INV025003,1,Industrial Bearings,153,546.17,83564.56
INV025004,1,Courier Services,10,4617.71,46177.06
INV025005,1,Steel Components,361,235.98,85187.33
INV025006,1,Transportation Charges,50,299.66,14982.87
INV025007,1,Courier Services,6,4614.34,27686.01
INV025008,1,Server Hardware,3,29479.54,88438.63
INV025009,1,Electrical Repairs,29,848.56,24608.31
INV025010,1,Keyboard and Mouse,3,45872.34,137617.01
INV025011,1,Hydraulic Pumps,495,357.85,177137.33
INV025012,1,Courier Services,8,1067.35,8538.77
INV025013,1,Storage Cabinet,12,1985.71,23828.51
INV025014,1,Transportation Charges,9,3794.48,34150.34
INV025015,1,Printer Paper,29,196.83,5708.2
INV025016,1,Office Sofa,15,703.79,10556.92
INV025017,1,Network Switch,9,2916.82,26251.35
INV025018,1,Office Sofa,4,10090.15,40360.61
INV025019,1,Firewall License,13,1753.16,22791.06
INV025020,1,HVAC Servicing,41,383.45,15721.39
INV025021,1,Audit Services,14,2595.39,36335.41
INV025022,1,Assembly Materials,376,721.33,271219.39
INV025023,1,Server Hardware,3,11051.72,33155.17
INV025024,1,Microsoft 365 License,5,6248.65,31243.25
INV025025,1,Database License,1,22262.25,22262.25
INV025026,1,Cloud Subscription,4,22270.6,89082.41
INV025027,1,Dell Laptop,8,16559.24,132473.96
INV025028,1,Warehouse Rental,32,1405.74,44983.71
INV025029,1,27 Inch Monitor,7,9993.32,69953.24
INV025030,1,Audit Services,22,6826.62,150185.66
INV025031,1,Audit Services,19,5153.23,97911.41
INV025032,1,27 Inch Monitor,8,18326.68,146613.46
INV025033,1,Courier Services,4,12276.78,49107.14
INV025034,1,27 Inch Monitor,3,32490.61,97471.82
INV025035,1,Office Chairs,118,25.08,2959.84
INV025036,1,Assembly Materials,195,804.68,156912.82
INV025037,1,Keyboard and Mouse,10,5335.94,53359.45
INV025038,1,Office Desk,3,4482.88,13448.63
INV025039,1,Hydraulic Pumps,419,173.04,72503.85
INV025040,1,Office Desk,8,2812.65,22501.23
INV025041,1,Warehouse Rental,45,558.01,25110.42
INV025042,1,Warehouse Rental,33,406.58,13417.18
INV025043,1,Technical Consulting,21,1315.84,27632.74
INV025044,1,Office Sofa,8,2698.11,21584.92
INV025045,1,Generator Servicing,46,522.24,24022.88
INV025046,1,Courier Services,40,509.11,20364.2
INV025047,1,Training Services,23,2900.37,66708.57
INV025048,1,Pens and Stationery,166,12.61,2092.9
INV025049,1,Office Chairs,178,27.12,4827.11
INV025050,1,Courier Services,22,1040.7,22895.31
INV025051,1,Steel Components,220,1197.32,263410.2
INV025052,1,Printer Toner,63,30.24,1905.26
INV025053,1,Printer Toner,134,47.2,6325.27
INV025054,1,Generator Servicing,47,205.48,9657.72
INV025055,1,Transportation Charges,29,236.57,6860.6
INV025056,1,Legal Advisory,13,1423.55,18506.21
INV025057,1,HVAC Servicing,42,387.26,16264.94
INV025058,1,Audit Services,18,2048.69,36876.34
INV025059,1,Training Services,30,1620.63,48618.76
INV025060,1,Machine Maintenance,24,867.25,20814.04
INV025061,1,Server Hardware,2,24401.38,48802.77
INV025062,1,Office Sofa,15,3050.79,45761.79
INV025063,1,Generator Servicing,27,419.21,11318.57
INV025064,1,Storage Cabinet,5,5974.02,29870.11
INV025065,1,Dell Laptop,10,4657.96,46579.62
INV025066,1,Conference Table,2,16942.94,33885.88
INV025067,1,Printer Paper,169,23.78,4018.41
INV025068,1,Legal Advisory,33,1885.9,62234.54
INV025069,1,Warehouse Rental,17,1574.92,26773.64
INV025070,1,Whiteboard Supplies,75,38.87,2915.14
INV025071,1,Hydraulic Pumps,437,77.31,33782.73
INV025072,1,Conference Table,13,2324.14,30213.82
INV025073,1,Printer Paper,183,28.93,5293.82
INV025074,1,Printer Paper,170,28.19,4792.23
INV025075,1,Machine Maintenance,19,1402.87,26654.49
INV025076,1,Generator Servicing,21,811.45,17040.53
INV025077,1,Warehouse Rental,25,1027.16,25678.97
INV025078,1,Transportation Charges,37,342.27,12663.82
INV025079,1,Courier Services,7,4425.2,30976.4
INV025080,1,Printer Toner,104,23.48,2442.25
INV025081,1,Electrical Repairs,21,716.94,15055.83
INV025082,1,HVAC Servicing,44,392.68,17277.99
INV025083,1,Conference Table,17,1305.5,22193.48
INV025084,1,Machine Maintenance,17,499.21,8486.56
INV025085,1,Hydraulic Pumps,249,1035.34,257798.91
INV025086,1,Generator Servicing,7,2566.53,17965.73
INV025087,1,Freight Charges,34,316.57,10763.49
INV025088,1,Machine Maintenance,29,912.52,26463.2
INV025089,1,HVAC Servicing,25,1114.11,27852.85
INV025090,1,27 Inch Monitor,6,11363.8,68182.81
INV025091,1,Keyboard and Mouse,1,152240.49,152240.49
INV025092,1,HVAC Servicing,20,370.7,7414.07
INV025093,1,Warehouse Rental,49,398.94,19547.82
INV025094,1,Storage Cabinet,10,3672.18,36721.75
INV025095,1,Warehouse Rental,44,922.35,40583.5
INV025096,1,Office Chairs,177,32.25,5707.96
INV025097,1,Transportation Charges,22,708.95,15596.96
INV025098,1,Office Chairs,28,61.9,1733.31
INV025099,1,Server Hardware,5,19664.41,98322.07
INV025100,1,Network Switch,6,14139.08,84834.49
INV025101,1,Keyboard and Mouse,4,31551.6,126206.39
INV025102,1,Cloud Subscription,23,3772.74,86772.93
INV025103,1,Conference Table,17,2517.32,42794.43
INV025104,1,Transportation Charges,34,626.43,21298.58
INV025105,1,Conference Table,1,49856.31,49856.31
INV025106,1,Office Sofa,20,1834.33,36686.66
INV025107,1,Machine Spare Parts,372,153.86,57237.4
INV025108,1,Conference Table,8,4063.28,32506.22
INV025109,1,Courier Services,28,561.73,15728.3
INV025110,1,Machine Spare Parts,445,864.46,384682.75
INV025111,1,Industrial Bearings,223,653.24,145672.3
INV025112,1,Printer Paper,155,21.45,3324.17
INV025113,1,Conference Table,20,3020.1,60402.04
INV025114,1,Office Desk,6,3230.84,19385.02
INV025115,1,Whiteboard Supplies,77,19.65,1513.11
INV025116,1,Dell Laptop,4,14188.65,56754.58
INV025117,1,Cloud Subscription,14,4873.98,68235.73
INV025118,1,Audit Services,31,975.66,30245.58
INV025119,1,Warehouse Rental,32,717.79,22969.25
INV025120,1,Storage Cabinet,16,1241.46,19863.42
INV025121,1,Whiteboard Supplies,125,26.45,3306.31
INV025122,1,Microsoft 365 License,49,615.01,30135.36
INV025123,1,Hydraulic Pumps,297,487.67,144838.46
INV025124,1,Firewall License,43,761.36,32738.52
INV025125,1,Warehouse Rental,14,1611.28,22557.95
INV025126,1,Steel Components,144,829.2,119404.24
INV025127,1,Legal Advisory,31,1226.54,38022.79
INV025128,1,Machine Maintenance,47,386.09,18146.04
INV025129,1,Dell Laptop,10,7326.92,73269.22
INV025130,1,Keyboard and Mouse,3,52503.57,157510.7
INV025131,1,Office Chairs,192,20.02,3843.77
INV025132,1,Cloud Subscription,50,957.73,47886.3
INV025133,1,Conference Table,2,18803.96,37607.92
INV025134,1,Office Desk,17,2048.66,34827.29
INV025135,1,Technical Consulting,13,4336.98,56380.73
INV025136,1,Training Services,28,617.75,17297.13
INV025137,1,Technical Consulting,24,2061.09,49466.06
INV025138,1,Transportation Charges,12,5474.24,65690.93
INV025139,1,Server Hardware,6,22211.42,133268.54
