pair_id,invoice_id_a,invoice_id_b,vendor_id,amount_a,amount_b,amount_diff_pct,issue_date_a,issue_date_b,date_diff_days,either_is_fraud,fraud_category_a,fraud_category_b
DUP-01536,22f259e3-14e8-4f52-b7c7-0f4e8398ce04,5a70d65a-1542-4710-b4da-ac733c9da77b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6049.44,6100.52,0.008408,2024-05-23,2024-05-30,7,False,clean,clean
DUP-01537,6eb7eb56-e0c3-44b2-9b93-1a4f44db6740,cf26c7f6-a5d2-4e70-be70-ca9cfdb189fd,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4038.74,4029.21,0.002362,2024-05-23,2024-05-28,5,False,soft_anomaly,clean
DUP-01538,91e75bb7-948a-4dd4-9372-dfa35ac2cad3,59097c20-802c-46f5-bd49-fe39abbecbf3,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6201.32,6258.92,0.009245,2024-05-24,2024-05-31,7,False,clean,clean
DUP-01539,3d663c7c-da36-484e-8caf-52093cc24b53,feeae379-1aba-4cd7-8d50-10e9850bac4c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,13767.11,13699.74,0.004906,2024-05-25,2024-05-29,4,False,clean,clean
DUP-01540,3d663c7c-da36-484e-8caf-52093cc24b53,2570c46f-ff61-41c9-8720-1b9a4bbc4806,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,13767.11,13896.59,0.009361,2024-05-25,2024-06-01,7,False,clean,clean
DUP-01541,ab85f91d-7300-464a-90b1-070101732292,57e71fc3-6dd0-4194-9cd5-70aeb6724f7a,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4412.69,4398.58,0.003203,2024-05-26,2024-05-27,1,False,clean,clean
DUP-01542,4b12e485-ecc9-433a-9661-7a4c0b2016c6,12a98d66-d633-4d53-a12f-626c94f62bb2,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7084.34,7054.59,0.004208,2024-05-26,2024-05-29,3,False,clean,clean
DUP-01543,4b12e485-ecc9-433a-9661-7a4c0b2016c6,950d3fad-010e-47fc-bb88-3d7450af5be9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7084.34,7137.81,0.007519,2024-05-26,2024-05-31,5,False,clean,clean
DUP-01544,294264c5-b570-4590-b7e5-e3fff8041079,1dd3e781-09b5-478c-9463-907438d37828,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4714.95,4736.89,0.004642,2024-05-26,2024-05-31,5,False,clean,clean
DUP-01545,4110c51f-d4c1-404d-8114-a3423027d198,ae5b05ea-b507-462b-9cc1-5b85f17b2d30,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5654.25,5622.96,0.005549,2024-05-27,2024-06-03,7,False,clean,clean
DUP-01546,4110c51f-d4c1-404d-8114-a3423027d198,956a2e0b-9f06-41a6-98a6-f5cccf351f7d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5654.25,5633.01,0.003764,2024-05-27,2024-06-03,7,False,clean,clean
DUP-01547,5ef933fb-a5f6-4595-a39e-91ea88e8d45a,429fb0f8-f9f0-491f-b9cc-360706694fd2,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7725.3,7669.49,0.007251,2024-05-27,2024-05-29,2,False,clean,clean
DUP-01548,5ef933fb-a5f6-4595-a39e-91ea88e8d45a,9ed633a9-55f4-4493-886b-89f92b8495f5,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7725.3,7766.16,0.005275,2024-05-27,2024-05-29,2,False,clean,clean
DUP-01549,69cd9cf1-adea-4737-afa3-4edb3841b576,fb183fa5-9286-492e-8cb9-ef0bd1dd2015,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,1874.64,1862.01,0.00676,2024-05-28,2024-05-29,1,False,clean,clean
DUP-01550,d008a8fd-bad5-479e-ae13-9f4c293564bd,948358a4-a56e-4e5b-976e-4da27c79270b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5865.17,5919.2,0.00917,2024-05-28,2024-06-04,7,False,clean,clean
DUP-01551,3bc26ebb-18bf-4127-8ded-2df12d32cd46,811b6c60-4751-4652-aec8-870fc6e7b890,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11075.84,11112.71,0.003323,2024-05-28,2024-05-30,2,False,clean,soft_anomaly
DUP-01552,4b7d4227-4c5f-4bef-8460-6bc75e5c986d,eda7e928-534c-46fe-97bd-cd1f593cd81e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5435.4,5422.68,0.002343,2024-05-29,2024-06-04,6,False,clean,clean
DUP-01553,4b7d4227-4c5f-4bef-8460-6bc75e5c986d,893bba70-633b-4cd2-b862-422e942d8872,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5435.4,5488.28,0.009682,2024-05-29,2024-06-04,6,False,clean,clean
DUP-01554,a8365eab-20c0-4acd-a67c-22c320162264,da99c089-9c50-4803-8cc2-d7ac355ce529,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5242.16,5237.48,0.000893,2024-05-29,2024-06-03,5,False,clean,clean
DUP-01555,db71515b-f085-418a-b317-49ac8c6f6159,5a70d65a-1542-4710-b4da-ac733c9da77b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6090.46,6100.52,0.00165,2024-05-29,2024-05-30,1,False,clean,clean
DUP-01556,db71515b-f085-418a-b317-49ac8c6f6159,51c26a34-8513-4099-9214-5fa8b56ce646,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6090.46,6119.07,0.004687,2024-05-29,2024-06-01,3,False,clean,clean
DUP-01557,069608f7-1338-4514-9efe-801d8688ef20,1ea8f998-08ae-465e-b1fb-2acf64f1a5e7,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,12669.04,12768.67,0.007833,2024-05-30,2024-06-01,2,False,soft_anomaly,clean
DUP-01558,ed4ad5aa-dac3-4590-9b56-0001ebc1cbc8,9d35fdfb-d068-4dc7-8d15-44b210bee99e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,15831.38,15946.57,0.00725,2024-05-30,2024-06-04,5,False,clean,clean
DUP-01559,6c875fac-7dbe-4868-a1f9-d6887cba2008,80282b4a-6e8a-44e9-a5aa-3a480e631d64,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10483.97,10444.03,0.003817,2024-05-30,2024-06-02,3,False,clean,clean
DUP-01560,6c875fac-7dbe-4868-a1f9-d6887cba2008,5eb524d4-2510-458b-8a1c-b3eb0b280744,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10483.97,10460.54,0.002237,2024-05-30,2024-06-04,5,False,clean,clean
DUP-01561,17031c9d-4c68-43ea-8803-83a27637a436,dde40c18-3fe0-4e10-8694-a5e0fe9c31cd,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,2817.31,2796.38,0.007457,2024-05-30,2024-05-31,1,False,clean,clean
DUP-01562,5a70d65a-1542-4710-b4da-ac733c9da77b,51c26a34-8513-4099-9214-5fa8b56ce646,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6100.52,6119.07,0.003036,2024-05-30,2024-06-01,2,False,clean,clean
DUP-01563,2e7c769c-e83e-461a-bb09-3cd2a6f106da,1b83a5d9-cd1b-4f6f-b59f-46a8e052a194,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8380.77,8342.25,0.004607,2024-05-30,2024-06-06,7,False,clean,clean
DUP-01564,950d3fad-010e-47fc-bb88-3d7450af5be9,e8023a38-5961-4dd8-9f62-190960ba51a8,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7137.81,7198.1,0.008411,2024-05-31,2024-06-01,1,False,clean,clean
DUP-01565,950d3fad-010e-47fc-bb88-3d7450af5be9,aa845059-2d4c-4084-bf8a-7db8fb100a2a,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7137.81,7204.61,0.009315,2024-05-31,2024-06-06,6,False,clean,clean
DUP-01566,950d3fad-010e-47fc-bb88-3d7450af5be9,8b9382fb-0ea2-4de5-a4d1-6c4abc5ce8d1,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7137.81,7146.32,0.001192,2024-05-31,2024-06-06,6,False,clean,clean
DUP-01567,25663715-add4-4a25-8821-7bc82fe4f4dc,c67588a1-dc8a-42d1-8d5a-bd84def3b129,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,17340.89,17368.79,0.001608,2024-05-31,2024-06-07,7,False,clean,clean
DUP-01568,2570c46f-ff61-41c9-8720-1b9a4bbc4806,d1c3b9e2-2262-4573-bfcc-3b63f9d355a2,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,13896.59,14024.06,0.009131,2024-06-01,2024-06-06,5,False,clean,clean
DUP-01569,e8023a38-5961-4dd8-9f62-190960ba51a8,aa845059-2d4c-4084-bf8a-7db8fb100a2a,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7198.1,7204.61,0.000904,2024-06-01,2024-06-06,5,False,clean,clean
DUP-01570,e8023a38-5961-4dd8-9f62-190960ba51a8,8b9382fb-0ea2-4de5-a4d1-6c4abc5ce8d1,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7198.1,7146.32,0.00722,2024-06-01,2024-06-06,5,False,clean,clean
DUP-01571,80282b4a-6e8a-44e9-a5aa-3a480e631d64,5eb524d4-2510-458b-8a1c-b3eb0b280744,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10444.03,10460.54,0.00158,2024-06-02,2024-06-04,2,False,clean,clean
DUP-01572,d08bee36-1457-43a9-b75a-ab0c1e3d66bc,76252d75-a846-4f59-8a86-21fce8ff96d1,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9382.56,9322.38,0.006435,2024-06-02,2024-06-07,5,False,clean,clean
DUP-01573,ae5b05ea-b507-462b-9cc1-5b85f17b2d30,956a2e0b-9f06-41a6-98a6-f5cccf351f7d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5622.96,5633.01,0.001786,2024-06-03,2024-06-03,0,False,clean,clean
DUP-01574,4bc77d7c-f599-47dd-8453-567162d43942,64798362-19da-4ae4-a5bf-e5ec1b543ed6,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6896.58,6958.5,0.008938,2024-06-03,2024-06-08,5,False,clean,clean
DUP-01575,7a3f6461-958e-44fb-a57d-cc5f598dec87,4d8ed962-0252-4b48-9d22-0338460103d8,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4926.75,4883.48,0.008821,2024-06-04,2024-06-04,0,False,clean,clean
DUP-01576,eda7e928-534c-46fe-97bd-cd1f593cd81e,7012b693-2433-4bef-9712-95a949108970,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5422.68,5454.79,0.005904,2024-06-04,2024-06-10,6,False,clean,clean
DUP-01577,b19af944-1451-4709-8bc3-77606527292b,8fb1412b-b6e8-44a2-8d41-d04376cd6564,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11593.79,11499.6,0.008157,2024-06-04,2024-06-04,0,False,clean,clean
DUP-01578,8fb1412b-b6e8-44a2-8d41-d04376cd6564,6b0add23-98c2-4c97-8ff1-86976870dbf6,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11499.6,11429.48,0.006116,2024-06-04,2024-06-06,2,False,clean,clean
DUP-01579,7eb39f45-796c-4048-95a8-495cfecb8ba7,e174456b-6b2b-477f-84bd-999463de9b15,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,16757.63,16807.96,0.002999,2024-06-04,2024-06-05,1,False,clean,clean
DUP-01580,893bba70-633b-4cd2-b862-422e942d8872,7012b693-2433-4bef-9712-95a949108970,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5488.28,5454.79,0.006121,2024-06-04,2024-06-10,6,False,clean,clean
DUP-01581,cade896f-5151-46ba-8e66-31d5099d26d6,6b0add23-98c2-4c97-8ff1-86976870dbf6,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11358.93,11429.48,0.006192,2024-06-05,2024-06-06,1,False,clean,clean
DUP-01582,cade896f-5151-46ba-8e66-31d5099d26d6,aab7796e-6dfa-4cd1-bad8-368f15ae3260,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11358.93,11321.54,0.003297,2024-06-05,2024-06-08,3,False,clean,clean
DUP-01583,aa845059-2d4c-4084-bf8a-7db8fb100a2a,8b9382fb-0ea2-4de5-a4d1-6c4abc5ce8d1,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7204.61,7146.32,0.008124,2024-06-06,2024-06-06,0,False,clean,clean
DUP-01584,6b0add23-98c2-4c97-8ff1-86976870dbf6,aab7796e-6dfa-4cd1-bad8-368f15ae3260,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,11429.48,11321.54,0.009489,2024-06-06,2024-06-08,2,False,clean,clean
DUP-01585,d1c3b9e2-2262-4573-bfcc-3b63f9d355a2,9952851e-d21d-4335-9829-bbe43a74ce06,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,14024.06,14078.35,0.003864,2024-06-06,2024-06-10,4,False,clean,clean
DUP-01586,76252d75-a846-4f59-8a86-21fce8ff96d1,79533a10-5e84-4dbe-8e79-09dd57d40f3c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9322.38,9230.84,0.009868,2024-06-07,2024-06-12,5,False,clean,clean
DUP-01587,9c38950f-538c-463d-877e-7cfc966c6591,1ba32475-f18d-470c-a3be-5339a723fa68,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8027.01,8068.87,0.005201,2024-06-09,2024-06-16,7,False,clean,clean
DUP-01588,b930b42b-f4d1-4929-bd89-450123a2fc76,e3879f77-e21e-4ad3-bd8b-fcb334cb8a3d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,21401.87,21401.86,0.0,2024-06-09,2024-06-15,6,True,duplicate,duplicate
DUP-01589,7012b693-2433-4bef-9712-95a949108970,8bd089b0-afa5-4333-936d-ca8f8e6a8b29,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5454.79,5432.19,0.004152,2024-06-10,2024-06-13,3,False,clean,clean
DUP-01590,31d01ddf-10da-45be-a8db-adc333eb543b,2a1c02e0-c7e2-4f84-a2b7-8f27457b221a,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6031.79,6000.0,0.005284,2024-06-16,2024-06-17,1,False,clean,soft_anomaly
DUP-01591,1ba32475-f18d-470c-a3be-5339a723fa68,bf1eb1ac-22cd-41b5-b224-359a4eb528a6,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8068.87,8099.52,0.003791,2024-06-16,2024-06-19,3,False,clean,clean
DUP-01592,0f8a1af7-fc27-48c0-ac36-e974d3deae6f,9ce72839-1b8f-4a5a-b190-9dd1f7fc5f2d,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6736.39,6719.72,0.002478,2024-06-20,2024-06-27,7,False,clean,clean
DUP-01593,5c53ea4c-21c4-4413-a713-1ae1e3318017,9b45a457-ef13-4955-bd60-90e010bd4a41,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5404.2,5439.98,0.006599,2024-06-22,2024-06-27,5,False,clean,soft_anomaly
DUP-01594,cc6b20ab-de8b-4be5-a746-b63fd03aa82c,d3cb2fb4-6e69-4acb-a41a-7a86ca531e48,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5748.62,5768.37,0.00343,2024-06-22,2024-06-25,3,False,clean,clean
DUP-01595,e626bf9a-f44a-4fd3-af1f-a34b3e94ac3c,9b45a457-ef13-4955-bd60-90e010bd4a41,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5484.17,5439.98,0.00809,2024-06-25,2024-06-27,2,False,clean,soft_anomaly
DUP-01596,7590d1b7-2f1b-43e8-ab69-b4f2c67c7888,63314710-9804-488a-af70-56607772827c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7793.32,7762.06,0.004019,2024-06-25,2024-06-28,3,False,clean,clean
DUP-01597,dcd47ddd-9b4f-4006-8842-d69841a4b10f,52d6a380-ff86-4b15-8c6a-97333c9073b9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4000.0,4003.14,0.000785,2024-06-26,2024-06-28,2,False,soft_anomaly,clean
DUP-01598,dcd47ddd-9b4f-4006-8842-d69841a4b10f,42211de7-73f9-4e2e-a03a-1dca3d166d96,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4000.0,4015.35,0.00383,2024-06-26,2024-07-01,5,False,soft_anomaly,clean
DUP-01599,296d6991-fb09-46c4-89e3-c3a6ced51211,44f6d70b-40dc-4610-8e57-db5098bd0d9b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3752.73,3752.74,3e-06,2024-06-26,2024-06-28,2,True,duplicate,duplicate
DUP-01600,9ce72839-1b8f-4a5a-b190-9dd1f7fc5f2d,30d4bf86-9c05-4079-95aa-1026ac931e0f,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6719.72,6700.53,0.00286,2024-06-27,2024-07-01,4,False,clean,clean
DUP-01601,52d6a380-ff86-4b15-8c6a-97333c9073b9,42211de7-73f9-4e2e-a03a-1dca3d166d96,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4003.14,4015.35,0.003045,2024-06-28,2024-07-01,3,False,clean,clean
DUP-01602,3257c1b0-6046-47ed-bba9-7f3aca3d4394,662fb759-fb43-465d-831c-c14495432659,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4303.98,4263.78,0.009384,2024-07-02,2024-07-02,0,False,clean,clean
DUP-01603,3257c1b0-6046-47ed-bba9-7f3aca3d4394,f7b6ca6c-5e0c-47d0-819d-1883a8cfc054,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4303.98,4329.75,0.00597,2024-07-02,2024-07-04,2,False,clean,clean
DUP-01604,204f9949-ca3f-485f-811e-be7a65059980,cfc62e1b-6b2d-4065-9a03-9695681bd4aa,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9932.39,9886.74,0.004607,2024-07-03,2024-07-09,6,False,clean,clean
DUP-01605,f01ed7f7-c302-410d-b89f-fb348e6f1c4a,65ab289b-e4c5-452c-973d-383678ad0d5c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8389.5,8417.4,0.00332,2024-07-04,2024-07-08,4,False,clean,clean
DUP-01606,0b3425d4-8352-4eaf-820a-0015b562ce25,b71c0ae8-9e99-411c-ae9d-3624e9a82dca,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4493.72,4520.93,0.006037,2024-07-09,2024-07-13,4,False,clean,clean
DUP-01607,9ab96596-9e8c-48ce-a904-819df8b65863,d110df15-31b0-4366-8893-008cb93adbc8,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5856.76,5909.79,0.009014,2024-07-14,2024-07-19,5,False,clean,clean
DUP-01608,c35b1568-ba98-4b79-b58e-0fbac87da203,cf57af45-83b5-4074-b3e2-a93cedef466f,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6135.39,6129.53,0.000956,2024-07-15,2024-07-22,7,False,clean,clean
DUP-01609,50c86e61-cd1f-4b0f-af39-bdd05a791196,92e90100-1122-4fde-a3f1-e32ff790c238,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7277.48,7339.28,0.008456,2024-07-17,2024-07-21,4,False,soft_anomaly,clean
DUP-01610,50c86e61-cd1f-4b0f-af39-bdd05a791196,57b942ea-8146-4b1d-bf00-8b3438b49dfc,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7277.48,7302.3,0.003405,2024-07-17,2024-07-23,6,False,soft_anomaly,clean
DUP-01611,d110df15-31b0-4366-8893-008cb93adbc8,82a51499-8975-460d-911d-c50e5282033e,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5909.79,5923.95,0.002393,2024-07-19,2024-07-24,5,False,clean,clean
DUP-01612,10949204-bdaf-4a14-9d12-c599595c3909,cc037a87-b9a2-4de1-af1a-d63c8181d9d3,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6060.57,6080.14,0.003224,2024-07-19,2024-07-26,7,False,clean,clean
DUP-01613,a3677579-af41-4e17-93f6-eaca0ef18a83,6a900a4a-ed4d-4b00-8627-14fd83c99b7b,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4277.01,4305.08,0.006542,2024-07-20,2024-07-25,5,False,clean,soft_anomaly
DUP-01614,0248e3b3-77ae-48aa-9948-638b9c76c7f1,b4602e26-bca3-44bf-a2fa-3c9b2908b6f9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5329.4,5315.85,0.002546,2024-07-21,2024-07-25,4,False,clean,clean
DUP-01615,92e90100-1122-4fde-a3f1-e32ff790c238,57b942ea-8146-4b1d-bf00-8b3438b49dfc,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7339.28,7302.3,0.005051,2024-07-21,2024-07-23,2,False,clean,clean
DUP-01616,cf57af45-83b5-4074-b3e2-a93cedef466f,cc037a87-b9a2-4de1-af1a-d63c8181d9d3,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6129.53,6080.14,0.00809,2024-07-22,2024-07-26,4,False,clean,clean
DUP-01617,920893e9-de92-4734-ba11-515528252c9a,e4214b01-def7-48aa-83cd-abb71f3fbc29,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5015.59,4979.03,0.007316,2024-07-22,2024-07-25,3,False,clean,clean
DUP-01618,7d6e251c-2587-4e93-b104-500f0841e62d,240d6caa-1c9c-432d-a1cb-31f24dcb3b61,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5163.32,5143.14,0.003916,2024-07-23,2024-07-26,3,False,clean,clean
DUP-01619,7d6e251c-2587-4e93-b104-500f0841e62d,71adef1f-c151-4a8c-ab94-b65aa684f4cb,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5163.32,5126.87,0.007084,2024-07-23,2024-07-28,5,False,clean,clean
DUP-01620,7d6e251c-2587-4e93-b104-500f0841e62d,b23f667d-e9fa-4167-8f79-0241df616033,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5163.32,5179.92,0.00321,2024-07-23,2024-07-29,6,False,clean,clean
DUP-01621,ce428c2d-ba14-4ac8-bc23-a847ebecb2be,6c8812be-36be-49f2-9633-73e6f3460053,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10096.06,10026.78,0.006886,2024-07-24,2024-07-29,5,False,clean,clean
DUP-01622,8bdb517c-155f-4b06-9fea-9e4dcddacf9b,39c4c7f2-32e8-4d0c-b601-2fe9167ce5fa,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6790.37,6737.5,0.007816,2024-07-25,2024-07-28,3,False,clean,clean
DUP-01623,b4602e26-bca3-44bf-a2fa-3c9b2908b6f9,4a5ef204-9ff5-4fc5-9cbc-d3df9c6316ed,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5315.85,5297.78,0.003405,2024-07-25,2024-08-01,7,False,clean,clean
DUP-01624,cc037a87-b9a2-4de1-af1a-d63c8181d9d3,254acd93-edfc-4c3c-a10d-7cef79eecf76,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,6080.14,6079.36,0.000128,2024-07-26,2024-07-31,5,False,clean,clean
DUP-01625,240d6caa-1c9c-432d-a1cb-31f24dcb3b61,71adef1f-c151-4a8c-ab94-b65aa684f4cb,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5143.14,5126.87,0.003168,2024-07-26,2024-07-28,2,False,clean,clean
DUP-01626,240d6caa-1c9c-432d-a1cb-31f24dcb3b61,b23f667d-e9fa-4167-8f79-0241df616033,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5143.14,5179.92,0.007126,2024-07-26,2024-07-29,3,False,clean,clean
DUP-01627,8a1e0077-646a-495e-979e-e1c787dad3a0,b2ef7698-92ea-44e7-bd4c-329cd571386f,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,8544.92,8461.72,0.009784,2024-07-27,2024-07-31,4,False,clean,clean
DUP-01628,2cb516a8-474b-4a30-b4f0-2b5c9a13652b,850130f2-82da-445d-b31e-f9a04d0aec2f,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,7064.2,7023.8,0.005735,2024-07-28,2024-08-01,4,False,clean,clean
DUP-01629,acf9bb6f-b4df-45ea-861d-5092a09c42ce,7cddb621-d135-45b4-9988-b142e03eedc1,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3821.62,3821.63,3e-06,2024-07-29,2024-07-30,1,True,duplicate,duplicate
DUP-01630,acf9bb6f-b4df-45ea-861d-5092a09c42ce,cb820a93-a0ae-4672-8f3c-b9d167f70f35,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3821.62,3830.08,0.002211,2024-07-29,2024-08-03,5,True,duplicate,clean
DUP-01631,b23f667d-e9fa-4167-8f79-0241df616033,e0a08bd5-77e8-4438-93d9-71d0130c53c9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,5179.92,5229.27,0.009482,2024-07-29,2024-08-01,3,False,clean,clean
DUP-01632,7cddb621-d135-45b4-9988-b142e03eedc1,cb820a93-a0ae-4672-8f3c-b9d167f70f35,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,3821.63,3830.08,0.002209,2024-07-30,2024-08-03,4,True,duplicate,clean
DUP-01633,d387f574-8176-49a0-94a8-a103bfdced34,987e463a-63b0-477f-9db5-c5e5f5796aae,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10812.05,10721.21,0.008437,2024-07-31,2024-08-07,7,False,clean,clean
DUP-01634,b0f2565e-990b-4485-9db0-09a535bc8074,98373ff2-44ae-4e25-be19-8433167a8290,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,13785.34,13669.37,0.008448,2024-07-31,2024-08-01,1,False,clean,clean
DUP-01635,0e430c45-8082-44de-b1f8-c37a84a9b446,94720098-ac21-4300-8257-badf8c5e1f9c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10386.96,10349.51,0.003612,2024-08-01,2024-08-03,2,False,clean,clean
DUP-01636,bae2f7d7-94b6-4899-b8db-032533d2795d,afd44267-55c5-4487-a8ba-6440f3c6b980,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9648.25,9588.42,0.00622,2024-08-02,2024-08-04,2,False,clean,clean
DUP-01637,168ad305-1e96-4d6a-be15-be0219351c6b,902dbdd4-e90b-4815-977d-e932013a6902,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,4347.39,4347.4,2e-06,2024-08-03,2024-08-04,1,True,duplicate,duplicate
DUP-01638,94720098-ac21-4300-8257-badf8c5e1f9c,c839c8eb-dc8e-4556-921b-6db299e1be68,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10349.51,10319.4,0.002914,2024-08-03,2024-08-10,7,False,clean,clean
DUP-01639,987e463a-63b0-477f-9db5-c5e5f5796aae,e04b8bea-187e-4b86-98c7-9707aa107bc9,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10721.21,10676.11,0.004215,2024-08-07,2024-08-09,2,False,clean,clean
DUP-01640,c839c8eb-dc8e-4556-921b-6db299e1be68,f075a984-ab48-4ab5-936b-41aa5048b6a0,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,10319.4,10282.52,0.00358,2024-08-10,2024-08-14,4,False,clean,soft_anomaly
DUP-01641,ebb87531-9f41-4ca7-8994-f7c930434275,cf678a4b-6025-4215-bc31-7b5ee1ef4a5c,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,13212.78,13219.5,0.000508,2024-08-14,2024-08-19,5,False,clean,clean
DUP-01642,122af44f-46b7-4df9-ad37-0e26b4f803e3,0c2e9284-be99-43ee-9c7a-1ea07e9be734,339e69d7-496d-46ec-8738-4d0d9ca0d7a2,9249.62,9249.61,1e-06,2024-08-18,2024-08-24,6,True,duplicate,duplicate
